Anonymous-photographer-ID,Image-ID,Image-url,Time,Longitude,Latitude,Exposure,X-center,Y-center,X-radius,Y-radius,X-Regulus,Y-Regulus
f8dde538c95be821854bc2740b37959b628a227699b537b6763bd6b050a74877,c1042d6f21885f6a0d7673c972d700c4c3fd2affee62be8674f56949ea6da9d0,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/c1042d6f21885f6a0d7673c972d700c4c3fd2affee62be8674f56949ea6da9d0.nef,2017-08-21 17:29:32 UTC,-114.814915,44.051491666666664,4,2438.5,1701.5,400.5,382.5,0.0,0.0
f8dde538c95be821854bc2740b37959b628a227699b537b6763bd6b050a74877,9ec19541e9f5009e6f20516a96b7f0453f8beb49f094cc77a0472ae340381591,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/9ec19541e9f5009e6f20516a96b7f0453f8beb49f094cc77a0472ae340381591.nef,2017-08-21 17:29:25 UTC,-114.814915,44.051491666666664,4,nan,nan,nan,nan,nan,nan
f8dde538c95be821854bc2740b37959b628a227699b537b6763bd6b050a74877,a7addd2d06a5e085fc98c014a8d7052f9da11729d76bc74b73106f7ee388816e,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/a7addd2d06a5e085fc98c014a8d7052f9da11729d76bc74b73106f7ee388816e.nef,2017-08-21 17:29:08 UTC,-114.814915,44.051491666666664,1/10,2327.0,1766.5,419.0,416.5,498.0,2790.0
2cf479aef463eae0ae26f80d5b8ee8881387d93d741ffa281e30a62e58065ce4,a9a449b3f3a64281a00232ccfe5d7ec1f58ae3d77d12c1666643ece03c0f333d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/a9a449b3f3a64281a00232ccfe5d7ec1f58ae3d77d12c1666643ece03c0f333d.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
3223b38752f5d85723b6e63fb2c5de52e6ace04ab1e30ce026b13b8bddcf7e49,e7d99959d339cf9eb5a05d0cc105e7cbc6f350e8251e25ac5f3daef60ccec88d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e7d99959d339cf9eb5a05d0cc105e7cbc6f350e8251e25ac5f3daef60ccec88d.nef,2017-08-21 17:43:58 UTC,-106.61065333333333,42.946371666666664,1/4,2717.0,2197.5,319.0,319.5,3743.0,1066.0
3223b38752f5d85723b6e63fb2c5de52e6ace04ab1e30ce026b13b8bddcf7e49,551150c96bdfce72c34089b29120de61a1a85bdd4197d965378602c9f2a64bbf,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/551150c96bdfce72c34089b29120de61a1a85bdd4197d965378602c9f2a64bbf.nef,2017-08-21 17:43:58 UTC,-106.61065333333333,42.946371666666664,1/13,2745.0,2236.5,320.0,320.5,1338.0,2872.0
65695e8610117acefe49f22c629f41a0657adf76911df349eac5058cf3bf5708,4c07c4b8355f774fa3b18b267a1e693cb6839de30670c4552d1565cc59986eef,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/4c07c4b8355f774fa3b18b267a1e693cb6839de30670c4552d1565cc59986eef.nef,2017-08-21 18:48:09 UTC,-79.85890958333333,32.75819777777778,1/8000,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,41c3e59423e54a49e606e37a1ec10cf20ed2e586da9fdd2b16702f612ce7f38c,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/41c3e59423e54a49e606e37a1ec10cf20ed2e586da9fdd2b16702f612ce7f38c.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,7ca045cdef9030da5dfec34b7661b5fc2dbd59d21aac86388d19b84bd11c3866,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/7ca045cdef9030da5dfec34b7661b5fc2dbd59d21aac86388d19b84bd11c3866.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/80,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,fc5dafe75a55c9539977fee0b3d638f5a252590dda074e93b541deed3c5236a2,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/fc5dafe75a55c9539977fee0b3d638f5a252590dda074e93b541deed3c5236a2.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,c56d70fc81f270f0e1ee0a99e4b163a0059768f4ef93b902c071fba4dc5b671c,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/c56d70fc81f270f0e1ee0a99e4b163a0059768f4ef93b902c071fba4dc5b671c.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/80,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,4ed129eca476f5dfd225e2907ce5dcb9e5b9256449ddb6db7f291b89e4f616d1,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/4ed129eca476f5dfd225e2907ce5dcb9e5b9256449ddb6db7f291b89e4f616d1.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,e66f0ae8b8a094a297ac948b8efa1403fc9a7ef8f7a074c0e406b98bd3293670,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e66f0ae8b8a094a297ac948b8efa1403fc9a7ef8f7a074c0e406b98bd3293670.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,50a5d1802fd336756cafa03b20b7cd5de47fa43bf02fe093a43c77f66ed485d0,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/50a5d1802fd336756cafa03b20b7cd5de47fa43bf02fe093a43c77f66ed485d0.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,a0e799f983961709fc1fd37be6abe98d6177f0a4dab98cb6c9983315e89dbd94,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/a0e799f983961709fc1fd37be6abe98d6177f0a4dab98cb6c9983315e89dbd94.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/80,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,012d33d23da8cecc95d767d2f7500ae352f1bdc64b8cc495597c28dc2c8959fe,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/012d33d23da8cecc95d767d2f7500ae352f1bdc64b8cc495597c28dc2c8959fe.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,ba50c184e758293a462e6e1de54888caaf46d5cdd70e2f1f6db6ab3575624261,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/ba50c184e758293a462e6e1de54888caaf46d5cdd70e2f1f6db6ab3575624261.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,ce6a9ae4dac2648e0d87b6cb30ebdcb75f97e10c853358888ba69a91b838c9ef,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/ce6a9ae4dac2648e0d87b6cb30ebdcb75f97e10c853358888ba69a91b838c9ef.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,00d6f25192e8e2459681505b98a0200dd95672921fe1a6c38779b20f1f8aa4ae,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/00d6f25192e8e2459681505b98a0200dd95672921fe1a6c38779b20f1f8aa4ae.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,9cfb28a0fda6fe2e09b4d5fe11ac01853e0429ecea89109f6dc12a8403a9c2f7,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/9cfb28a0fda6fe2e09b4d5fe11ac01853e0429ecea89109f6dc12a8403a9c2f7.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,491beaa6e0ea089df6c209b5d1dbb5cd9150324e1695aa2646cc286a4ce62529,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/491beaa6e0ea089df6c209b5d1dbb5cd9150324e1695aa2646cc286a4ce62529.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/100,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,646a2a36a65a12c1fae8136406c42367536b2ce0b7cb096a06190af71de57441,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/646a2a36a65a12c1fae8136406c42367536b2ce0b7cb096a06190af71de57441.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,252abcd4236d54c576be50ac3100724a3409981f4129601b2c1cba07ae8524a9,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/252abcd4236d54c576be50ac3100724a3409981f4129601b2c1cba07ae8524a9.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,85ffcb75b297793f53e2c7f89d4541ba44df7e344a470c1ad38a0f6aeb17781f,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/85ffcb75b297793f53e2c7f89d4541ba44df7e344a470c1ad38a0f6aeb17781f.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/100,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,21eaa6a6118a0d0c20f492565b766b3ce3a4d322c5fde11c85a04b8757eba258,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/21eaa6a6118a0d0c20f492565b766b3ce3a4d322c5fde11c85a04b8757eba258.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/160,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,40f243f9051f46b59cb4c80776da8102249cb0769c3c86600759c55549f0acda,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/40f243f9051f46b59cb4c80776da8102249cb0769c3c86600759c55549f0acda.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,6269093a11b8117511cbfff4b918c274a6d59dd8f9124bd7573803d55d5b1934,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/6269093a11b8117511cbfff4b918c274a6d59dd8f9124bd7573803d55d5b1934.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,b3669e8b39d56788f91727f4ced394dede6ccb5e37625c9528f8f0eb730f11e0,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/b3669e8b39d56788f91727f4ced394dede6ccb5e37625c9528f8f0eb730f11e0.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/80,nan,nan,nan,nan,nan,nan
94b461914959520c52e6b39e2e8d219d57fb2792cf4b4b040c78f3cfad6d2030,aaa53ded1dcb811edacf518e2a0ede005f0512e7b34bd264411095761e4930bc,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/aaa53ded1dcb811edacf518e2a0ede005f0512e7b34bd264411095761e4930bc.tif,2017-08-21 17:34:55 UTC,-111.080605,43.733473333333336,1/125,nan,nan,nan,nan,nan,nan
b9b79976dff15a9bac6911236370536656a18fdaacb46033da90a2a60d752942,937c11df9cc1e65712f489c3680f86d73a99bee5025b772eb6488d8c99965c06,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/937c11df9cc1e65712f489c3680f86d73a99bee5025b772eb6488d8c99965c06.nef,2017-08-21 18:46:33 UTC,-79.85890958333333,32.75819777777778,1/1600,nan,nan,nan,nan,nan,nan
b9b79976dff15a9bac6911236370536656a18fdaacb46033da90a2a60d752942,dce5b4ba31c9b74620b2ece68690f936cd42e56f21f99e6237bf1fc1454cd659,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/dce5b4ba31c9b74620b2ece68690f936cd42e56f21f99e6237bf1fc1454cd659.nef,2017-08-21 18:46:29 UTC,-79.85890958333333,32.75819777777778,1/1600,nan,nan,nan,nan,nan,nan
b9b79976dff15a9bac6911236370536656a18fdaacb46033da90a2a60d752942,e0047797b370b660a0941c623d41850d1b643deef683aa78217ef1ff835feee9,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e0047797b370b660a0941c623d41850d1b643deef683aa78217ef1ff835feee9.nef,2017-08-21 18:46:35 UTC,-79.85890958333333,32.75819777777778,1/1600,nan,nan,nan,nan,nan,nan
e09963459887944d0cc220ee93ff0db313a45d01d7eda5163c57526cc249790f,6cb63f2c0b7579322adf1788bf1b7c90628f5e706fac67bc5376a45944448247,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/6cb63f2c0b7579322adf1788bf1b7c90628f5e706fac67bc5376a45944448247.jpg,2017-08-21 18:39:58 UTC,-82.2626748888889,34.72033116666667,1/5,2962.5,1642.0,180.5,183.0,0.0,0.0
290b149af4fd333368e91f61bdbaa60d19de7bc66a336baa1b8a912a58010a18,ab54c94228b70b300d28aeed948d9a030836c33f1833ed7d33c3798cf7d58346,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/ab54c94228b70b300d28aeed948d9a030836c33f1833ed7d33c3798cf7d58346.nef,2017-08-21 18:41:10 UTC,-82.17142166666666,34.226751666666665,1/400,nan,nan,nan,nan,nan,nan
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,0e31eef1601cf08165585aae7db056cc47756213f6c2db4c13b0120948f6e2d2,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/0e31eef1601cf08165585aae7db056cc47756213f6c2db4c13b0120948f6e2d2.jpg,2017-08-21 17:21:41 UTC,-119.64453833333334,44.55311,0.5,3008.5,2272.0,392.5,390.0,1657.0,887.0
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,29e6c4059053955b54c552ff4c50fc488381170460e4b39ead1b22fa32b7051d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/29e6c4059053955b54c552ff4c50fc488381170460e4b39ead1b22fa32b7051d.jpg,2017-08-21 17:21:36 UTC,-119.64453833333334,44.55311,1/8,2988.5,2251.0,394.5,393.0,1636.0,866.0
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,c98b013992e37c4f976b59be55c08197134a5e55e6f45fcfc0b68ef2a851da34,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/c98b013992e37c4f976b59be55c08197134a5e55e6f45fcfc0b68ef2a851da34.jpg,2017-08-21 17:21:43 UTC,-119.64453833333334,44.55311,1/8,3019.5,2282.5,394.5,392.5,1668.0,898.0
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,21496e9c11dab45c189885c06b702b148501bac4d785ac6058c4ef849aba6163,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/21496e9c11dab45c189885c06b702b148501bac4d785ac6058c4ef849aba6163.jpg,2017-08-21 17:21:46 UTC,-119.64453833333334,44.55311,1/30,3028.5,2292.5,395.5,394.5,1679.0,908.0
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,641d0c842e8eb8f182d19a25c0e7a7f4a8ce54d26961ec371b3172edc5271309,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/641d0c842e8eb8f182d19a25c0e7a7f4a8ce54d26961ec371b3172edc5271309.jpg,2017-08-21 17:21:48 UTC,-119.64453833333334,44.55311,0.5,3039.0,2303.5,392.0,390.5,1689.0,919.0
5f96f11076b518c3a17dc07f1fc6633e5d5d1ce46843b01f95eb9cd135854d7f,fe8c4759f805cb8f4041a3cc174011eca11e45c89ecd91d0675d1fc1e39f4bed,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/fe8c4759f805cb8f4041a3cc174011eca11e45c89ecd91d0675d1fc1e39f4bed.jpg,2017-08-21 17:21:38 UTC,-119.64453833333334,44.55311,1/30,2997.5,2261.0,395.5,394.0,1646.0,876.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,672244288cf0d1507f43caf535540e3743308e728c7ed0889f1742340ab305b1,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/672244288cf0d1507f43caf535540e3743308e728c7ed0889f1742340ab305b1.nef,2017-08-21 17:36:44 UTC,-110.78567,43.47203833333333,1/400,3133.5,2035.5,319.5,319.5,1740.0,2689.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,928fb76779c4d1ae30a59269818bf7b9bf82e41024da8a7a3d80c33f886b5e48,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/928fb76779c4d1ae30a59269818bf7b9bf82e41024da8a7a3d80c33f886b5e48.nef,2017-08-21 17:35:55 UTC,-110.78569333333333,43.47205,1/400,3005.0,1420.0,391.0,392.0,1290.0,2229.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,e1467c047e895f57ff0c644cfde1b7701db52a9a0fa69c076c9b968e6ddcb468,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e1467c047e895f57ff0c644cfde1b7701db52a9a0fa69c076c9b968e6ddcb468.nef,2017-08-21 17:35:31 UTC,-110.78568166666666,43.472045,1/800,2881.0,1479.0,391.0,392.0,1274.0,2490.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,9a72596e0f5f98f5f5d22df0117e5574925e5af5f7460d8bad5f380e98df4596,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/9a72596e0f5f98f5f5d22df0117e5574925e5af5f7460d8bad5f380e98df4596.nef,2017-08-21 17:35:33 UTC,-110.78568333333334,43.47204833333333,1/100,2886.5,1477.5,389.5,390.5,1169.0,2286.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,5d38e53815a107aeac4101861b0840cd2db3f542b54c2237778a7786cfbdc1b9,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/5d38e53815a107aeac4101861b0840cd2db3f542b54c2237778a7786cfbdc1b9.nef,2017-08-21 17:35:20 UTC,-110.78569166666666,43.47204333333333,1/400,2803.0,1510.5,391.0,391.5,1080.0,2320.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,24ed2e47c924d01aa8795b8e65edbf3fa39d13f8c12bac014cb3bfd891cb57c0,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/24ed2e47c924d01aa8795b8e65edbf3fa39d13f8c12bac014cb3bfd891cb57c0.nef,2017-08-21 17:35:18 UTC,-110.78568833333334,43.472045,1/200,2792.0,1515.5,391.0,391.5,1069.0,2328.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,017319e184f33a129275ae60daaec1e36cbd32be22e1a002965ab7348efee2ba,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/017319e184f33a129275ae60daaec1e36cbd32be22e1a002965ab7348efee2ba.nef,2017-08-21 17:35:44 UTC,-110.785685,43.472051666666665,1/200,2946.0,1449.5,391.0,391.5,1230.0,2256.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,c0db8839916570697f0c3755c7bd339b71d8798e85090ab16ffcbc468182e1e8,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/c0db8839916570697f0c3755c7bd339b71d8798e85090ab16ffcbc468182e1e8.nef,2017-08-21 17:36:07 UTC,-110.78569,43.472046666666664,1/800,3074.5,1392.0,391.5,392.0,0.0,0.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,13be753d9912ebb048e77bfa090f7c22a295c2067fa7db9d2ff3debafcb02d99,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/13be753d9912ebb048e77bfa090f7c22a295c2067fa7db9d2ff3debafcb02d99.nef,2017-08-21 17:36:54 UTC,-110.785675,43.47204833333333,1/800,3132.0,2023.5,263.0,263.5,1987.0,2561.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,27c1ca00cd0f30ccd09734de4d8857335d3b8bfe43b2c501780cc76628d91030,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/27c1ca00cd0f30ccd09734de4d8857335d3b8bfe43b2c501780cc76628d91030.nef,2017-08-21 17:35:20 UTC,-110.78569166666666,43.47204333333333,1/100,2807.0,1508.5,390.0,390.5,1085.0,2320.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,aafb84ac5e2b8213ed8532d21daba9aa18cc3b2982d0e0d3534e43afacf7e3b6,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/aafb84ac5e2b8213ed8532d21daba9aa18cc3b2982d0e0d3534e43afacf7e3b6.nef,2017-08-21 17:36:07 UTC,-110.78569,43.472046666666664,1/400,3078.0,1390.0,391.0,392.0,1366.0,2195.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,4fde4b75f9313badd7cf712af56df827d3457b8eec06f3623a500f49a9314988,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/4fde4b75f9313badd7cf712af56df827d3457b8eec06f3623a500f49a9314988.nef,2017-08-21 17:35:54 UTC,-110.78569333333333,43.472051666666665,1/200,2996.5,1425.5,390.5,391.5,1282.0,2232.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,e76c50a7f60074953596a323405b664695aff4064e4703105a0c6dad45270d83,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e76c50a7f60074953596a323405b664695aff4064e4703105a0c6dad45270d83.nef,2017-08-21 17:35:54 UTC,-110.78569333333333,43.472051666666665,1/800,3000.5,1422.0,390.5,392.0,1566.0,2752.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,1f91e6e20777fa37b06df560e68b51ec37d6336bc93659639fbd34f0a9da3ed2,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/1f91e6e20777fa37b06df560e68b51ec37d6336bc93659639fbd34f0a9da3ed2.nef,2017-08-21 17:35:19 UTC,-110.78569,43.472045,1/800,2797.0,1513.0,391.0,392.0,1075.0,2323.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,d626c9414e1c0d9da3e6b5c0965e5f3abe8e6e57ab252d1878165e2f01daf6ba,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/d626c9414e1c0d9da3e6b5c0965e5f3abe8e6e57ab252d1878165e2f01daf6ba.nef,2017-08-21 17:36:25 UTC,-110.785695,43.472046666666664,1/100,3102.0,1368.5,390.0,390.5,1393.0,2170.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,3759a0656a6434a9d604dd3023c7738e4e04be2dec074b097cb1ea6b5299667d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/3759a0656a6434a9d604dd3023c7738e4e04be2dec074b097cb1ea6b5299667d.nef,2017-08-21 17:37:02 UTC,-110.78568833333334,43.47205666666667,1/400,3164.5,2009.0,262.5,264.0,2021.0,2545.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,76508e7670339c3116b9f5ccc9f2c4e5f789b856fbb9ee26ee841dec89458812,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/76508e7670339c3116b9f5ccc9f2c4e5f789b856fbb9ee26ee841dec89458812.nef,2017-08-21 17:36:53 UTC,-110.78567333333334,43.472046666666664,1/200,3130.0,2025.5,263.0,263.5,1984.0,2563.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,912af2994446de74c35b6abe3f96e8a4b674f6aaa9bed913d3c74e4edf9ac226,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/912af2994446de74c35b6abe3f96e8a4b674f6aaa9bed913d3c74e4edf9ac226.nef,2017-08-21 17:37:01 UTC,-110.78568833333334,43.47205666666667,1/800,3162.5,2011.5,262.5,263.5,2018.0,2548.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,b0336ca0593a760dcf300925be45f6c847b888cdbd71ad934846b0c838f45c0e,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/b0336ca0593a760dcf300925be45f6c847b888cdbd71ad934846b0c838f45c0e.nef,2017-08-21 17:35:31 UTC,-110.78568166666666,43.472045,1/200,2877.5,1480.5,390.5,391.5,1158.0,2288.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,fd0b192400d50586022ee11b3325f48fc62b116c0a2d52f6f1f2e265459e7adb,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/fd0b192400d50586022ee11b3325f48fc62b116c0a2d52f6f1f2e265459e7adb.nef,2017-08-21 17:36:55 UTC,-110.78567833333334,43.47205,1/100,3138.0,2021.0,262.0,263.0,1993.0,2558.0
07dfdb8da5ea932c5dc6eda33e58b78b53a229ddb6e52bbf5b6f02d4ef2bdb1c,e41a7be503889ecc56df646c90ee5fa28a0dc8be9a170cd7235d8b5a821e11e4,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e41a7be503889ecc56df646c90ee5fa28a0dc8be9a170cd7235d8b5a821e11e4.nef,2017-08-21 17:36:45 UTC,-110.78567166666667,43.47204,1/100,3136.0,2034.0,319.0,319.0,1744.0,2687.0
